0,1,2,3,gold formula
not ( ( ( x_2 >= -0.333 or x_2 >= -0.353 ) or ( x_2 >= -0.366 and x_2 >= -0.366 ) ) ),"not ( ( ( x_2 >= -0.4155 or x_2 >= -0.4155 ) or ( x_2 >= -0.4155 until[10,22] x_2 >= -0.4225 ) ) )",((x_2<=-0.2377orx_2<=-0.393)and(x_2<=-0.3937orx_2<=-0.399))or((x_2<=-0.3977andx_2<=-0.399)and(x_2<=-0.3977andx_2<=-0.399))),( x_2 <= -0.3929 and x_2 <= -0.3922 ),not ( not ( x_2 <= -0.3634 ) )
"( ( ( x_1 >= 0.533 or x_0 >= -0.433 ) or ( x_2 >= 0.233 and x_1 >= -0.333 ) ) until[1,inf] ( ( x_1 >= -0.163 or x_2 >= -0.263 ) or ( x_0 >= -0.263 until[15,23] x_2 >= 0.3332 ) ) )","( ( ( ( x_2 >= -0.0055 or x_2 >= -0.0055 ) or ( x_2 >= -0.1055 and x_1 <= -0.2225 ) ) or ( ( x_2 >= -0.0555 and x_1 <= -0.0555 ) or ( x_0 <= -0.0525 and x_2 >= -0.0525 ) ) ) until[1,10] ( ( ( x_2 >= -0.0555 or x_2 >= -0.0555 ) or ( x_2 <= -0.0555 and x_2 >= -0.0555 ) ) or ( ( x_2 <= -0.0555 and x_2 <= -0.0555 ) until[15,22] ( x_0 <= -0.0555 or x_2 >= -0.0555 ) ) ) )","(((x_2>= 0.0337orx_1<=-0.1387)or(x_1<=-0.0337orx_2>= 0.099))or((x_1<=-0.0337andx_2>= 0.096)and(x_2>= 0.0637orx_1<=-0.099)))until[10,19](((x_2>= 0.0637orx_1<=-0.099)or(x_0>=-0.0937orx_2>= 0.099))or((x_2>= 0.0631orx_1<=-0.099)and(x_2>= 0.0633andx_2>= 0.069))))",( ( x_2 >= -0.5229 or x_1 <= 0.6299 ) or x_1 <= -1.0929 ),"( x_2 >= 0.6683 or ( x_1 <= -0.2186 until[3,8] x_0 >= -0.5117 ) )"
"( ( ( x_2 <= -0.866 or x_2 <= -0.666 ) or ( x_2 <= -0.666 or x_2 <= -0.666 ) ) until[1,inf] ( ( x_2 <= -0.666 or x_2 <= -0.866 ) or ( x_2 <= -0.666 or x_2 <= -0.966 ) ) )","( ( ( ( x_2 <= -0.9555 or x_2 <= -0.9555 ) or ( x_2 <= -0.0555 and x_2 <= -0.9555 ) ) or ( ( x_2 <= -0.0555 and x_2 <= -0.0555 ) or ( x_2 <= -0.2555 and x_2 <= -0.2555 ) ) ) until[1,20] ( ( ( x_2 <= -0.9555 or x_2 <= -0.9555 ) or ( x_2 <= -0.2555 or x_2 <= -0.9555 ) ) or ( ( x_2 <= -0.2525 or x_2 <= -0.2555 ) or ( x_2 <= -0.2955 until[26,32] x_2 <= -0.9555 ) ) ) )","(((x_2<=-0.7637andx_2<=-0.699)and(x_2<=-0.6637orx_2<=-0.399))or((x_2<=-0.3967andx_2<=-0.3997)and(x_2<=-0.6637andx_2<=-0.699)))until[1,19](((x_2<=-0.6637orx_2<=-0.6997)or(x_2<=-0.6937andx_2<=-0.699))or((x_2<=-0.6967andx_2<=-0.699)and(x_2<=-0.6937andx_2<=-0.699))))","( x_2 <= -0.9922 or ( x_2 <= -0.2922 until[19,21] x_2 <= -0.9922 ) )","eventually[9,13] ( eventually[9,15] ( ( x_1 <= -1.8603 or x_2 <= -0.8441 ) ) )"
( ( ( x_2 <= 0.333 or x_2 <= 0.353 ) or ( x_2 <= 0.353 or x_2 <= 0.353 ) ) and ( ( x_2 <= 0.353 or x_2 <= 0.433 ) or ( x_2 <= 0.416 or x_2 <= 0.436 ) ) ),"( ( ( x_2 <= -0.1515 or x_2 <= -0.1515 ) or ( x_2 <= 0.5155 until[1,21] x_2 <= -0.1555 ) ) or ( ( x_2 <= 0.5255 until[20,22] x_2 <= -0.2555 ) or ( x_2 <= -0.2555 until[2,25] x_2 <= -0.2555 ) ) )",((x_2<= 0.3377orx_2<= 0.3997)and(x_2<= 0.3977orx_2<= 0.399))or((x_2<= 0.3977andx_2<= 0.399)and(x_2<= 0.3977andx_2<= 0.399))),"( x_2 <= 0.4929 until[11,18] x_2 <= 0.4923 )","( ( not ( eventually[8,17] ( x_0 >= -1.0226 ) ) or x_2 <= 0.4372 ) until[11,20] eventually[12,16] ( x_2 <= 0.6589 ) )"
"( ( ( x_2 >= -0.0332 or x_2 >= -0.033 ) or ( x_2 >= 0.233 or x_2 >= 0.0332 ) ) until[2,18] ( ( x_2 >= -0.1332 or x_2 >= -0.034 ) or ( x_2 >= 0.1642 or x_2 >= -0.044 ) ) )","( ( ( ( x_2 >= -0.0515 or x_2 >= -0.1555 ) until[1,15] ( x_2 >= -0.1155 until[11,20] x_2 >= -0.1555 ) ) or ( ( x_2 >= -0.1555 until[15,25] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[11,21] x_2 >= -0.1555 ) ) ) or ( ( ( x_2 >= -0.1555 until[21,26] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[20,29] x_2 >= -0.1555 ) ) and ( ( x_2 >= -0.1555 until[25,30] x_2 >= -0.1555 ) or ( x_2 >= -0.1555 until[2,24] x_2 >= -0.0555 ) ) ) )","((x_2>=-0.0331orx_2>=-0.0363)until[12,28](x_2>=-0.0337orx_2>=-0.0399))or((x_2>=-0.0367andx_2>=-0.0399)until[10,29](x_2>=-0.0337orx_2>=-0.0399)))","( x_2 >= -0.0929 until[19,21] x_2 >= -0.0922 )","always[16,20] ( x_2 >= -0.0597 )"
( ( ( x_2 >= 0.133 or x_2 >= 0.133 ) or ( x_2 >= 0.2332 or x_2 >= 0.2332 ) ) and ( ( x_2 >= -0.1332 or x_2 >= -0.0332 ) or ( x_2 >= 0.2332 or x_2 >= -0.034 ) ) ),"( ( ( ( x_2 >= -0.0515 or x_2 >= -0.0555 ) and ( x_2 >= -0.1155 or x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.1155 or x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[15,26] x_2 >= -0.1555 ) ) ) until[1,19] ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) or ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) or ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) or ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) ) )","((x_2>= 0.0331orx_2>= 0.0383)and(x_2>= 0.0337orx_2>= 0.0399))or((x_2>= 0.0367andx_2>= 0.0399)until[10,29](x_2>= 0.0337orx_1>=-0.0999)))","( x_2 >= 0.0923 until[16,18] x_0 >= -1.0623 )","not ( ( not ( ( x_2 >= 0.135 until[0,12] always[6,9] ( not ( eventually[9,16] ( ( x_0 >= -1.2141 and x_0 <= -1.2921 ) ) ) ) ) ) or always[19,21] ( eventually ( not ( x_2 >= -2.1175 ) ) ) ) )"
not ( ( ( x_2 >= 0.513 or x_2 >= 0.513 ) and ( x_2 >= 0.513 or x_2 >= 0.533 ) ) ),"not ( ( ( x_2 >= 0.5255 and x_2 >= 0.5255 ) or ( x_2 >= -0.2555 until[1,15] x_2 >= -0.2555 ) ) )",((x_2<= 0.3777orx_2<= 0.3997)and(x_2<= 0.3977orx_2<= 0.499))or((x_2<= 0.3977andx_2<= 0.399)and(x_2<= 0.5377andx_2<= 0.499))),( x_2 <= 0.4929 or x_2 <= 0.5923 ),not ( x_2 >= 0.5264 )
( ( ( x_1 <= 0.333 or x_2 >= 0.233 ) and ( x_1 <= 0.333 or x_2 >= 0.233 ) ) and ( ( x_1 <= 0.3332 or x_2 >= 0.2332 ) or ( x_2 >= 0.2332 or x_1 <= 0.3332 ) ) ),"( ( ( x_2 >= 0.1515 and x_1 <= 0.2165 ) or ( x_2 >= 0.2155 and x_2 >= -0.0555 ) ) and ( ( x_1 <= 0.5155 or x_2 >= -0.0555 ) until[10,22] ( x_2 >= 0.2225 or x_1 <= -0.2225 ) ) )",((x_2>= 0.0333andx_1<= 0.1387)and(x_2>= 0.0337orx_1<= 0.0997))and((x_2>= 0.0337andx_1<= 0.099)and(x_2>= 0.0337andx_1<= 0.099))),( x_1 <= 0.6229 and x_2 >= 0.1623 ),"( x_2 >= 0.1384 until[9,14] x_1 <= 0.6626 )"
( ( ( x_2 <= -0.455 or x_2 <= -0.456 ) or ( x_2 <= -0.456 or x_2 <= -0.466 ) ) and ( ( x_2 <= -0.466 or x_2 <= -0.466 ) or ( x_2 <= -0.466 or x_2 <= -0.466 ) ) ),"( ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) and ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) until[1,10] ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 until[2,20] x_2 <= -0.5555 ) ) )",((x_2<=-0.3777orx_2<=-0.589)and(x_2<=-0.5837orx_2<=-0.499))or((x_2<=-0.5977andx_2<=-0.599)and(x_2<=-0.5977andx_2<=-0.499))),"( x_2 <= -0.5929 until[1,10] x_2 <= -0.5923 )",not ( x_2 >= -0.5434 )
"( ( ( x_2 >= 0.5332 or x_2 >= 0.5332 ) or ( x_2 >= 0.5332 or x_2 >= 0.5332 ) ) until[1,28] ( ( x_2 >= 0.5532 or x_2 >= 0.5332 ) or ( x_2 >= 0.5532 or x_2 >= 0.5232 ) ) )","( ( ( x_2 >= 0.5155 or x_2 >= 0.5255 ) until[1,21] ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) and ( ( x_2 >= 0.5555 or x_2 >= -0.2555 ) or ( x_2 >= 0.5555 until[20,29] x_2 >= -0.4555 ) ) )","((x_2>= 0.5111orx_2>= 0.5299)and(x_2>= 0.5331orx_2>= 0.5299))or((x_2>= 0.5667until[12,29]x_2>= 0.5699)and(x_2>= 0.5933until[12,29]x_2>= 0.5999)))","( x_2 >= 0.5623 until[19,21] x_2 >= 0.5923 )","always[9,16] ( x_2 >= 0.5843 )"
not ( ( ( x_2 <= 0.033 or x_2 <= 0.033 ) and ( x_2 <= -0.033 or x_2 <= -0.034 ) ) ),"not ( ( ( x_2 <= 0.0515 or x_2 <= -0.0555 ) or ( x_2 <= -0.0555 until[1,19] x_2 <= -0.0555 ) ) )",ot(((x_2<= 0.0336orx_2<= 0.0369)or(x_2<=-0.0337andx_2<=-0.0389))),( x_2 >= -0.0229 and x_2 >= 0.0923 ),not ( x_2 <= 0.0039 )
"( ( ( ( ( x_0 >= -0.153 or x_0 >= -0.154 ) or ( x_1 >= -0.154 or x_1 >= -0.124 ) ) or ( ( x_1 >= -0.124 or x_1 >= -0.124 ) or ( x_1 >= -0.124 or x_1 >= -0.124 ) ) ) until[2,inf] ( ( ( x_1 >= -0.1241 or x_1 >= -0.124 ) or ( x_1 >= -0.1241 or x_1 >= -0.1242 ) ) or ( ( x_1 >= -0.1241 or x_1 >= -0.1242 ) or ( x_1 >= -0.1442 or x_1 >= -0.1442 ) ) ) ) until[2,inf] ( ( ( ( x_1 >= -0.1441 or x_1 >= -0.044 ) or ( x_1 >= -0.144 or x_2 >= -0.164 ) ) or ( ( x_1 >= -0.166 or x_2 >= -0.164 ) or ( x_1 >= -0.166 or x_2 >= -0.166 ) ) ) or eventually[1,inf] ( eventually[1,inf] ( ( x_2 >= 0.166 or x_2 >= -0.166 ) ) ) ","( ( ( ( x_2 <= -0.0055 or x_2 <= -0.2225 ) or ( x_2 <= -0.2125 and x_2 <= -0.2225 ) ) or ( ( x_2 >= -0.2225 and x_2 >= -0.2225 ) or ( x_2 <= -0.2225 until[25,30] x_2 <= -0.0555 ) ) ) until[25,30] ( ( ( x_2 >= 0.0555 or x_2 >= -0.0555 ) or ( x_2 <= -0.0555 or x_2 <= -0.2225 ) ) or ( ( x_2 <= -0.0555 or x_2 <= -0.2555 ) or ( x_2 <= -0.2555 or x_2 <= -0.0555 ) ) ) )","((((x_2>= 0.0631orx_2>= 0.0997)or(x_1<= 0.1037orx_1<= 0.1097))or((x_1<= 0.0067andx_1<= 0.0097)and(x_1<= 0.0067orx_1<= 0.0097)))until[10,inf](((x_2>= 0.0631orx_2>= 0.0997)or(x_2>= 0.0637orx_2>= 0.0697))or((x_2>= 0.0631orx_2>= 0.069)and(x_2>= 0.0637orx_2>= 0.069))))until[10,12]eventually[19,21](not(((x_2<=-0.0631andx_2<=-0.069)and(x_2<= 0.0033andx_2<= 0.069)))))","( ( x_2 >= -0.2229 until[19,21] x_2 >= -0.2929 ) or ( x_0 >= -0.2929 until[19,21] ( x_2 <= -0.2229 or x_2 <= -0.2922 ) ) )","( ( ( ( x_1 >= -0.2186 and x_1 <= -0.0503 ) or always[3,9] ( ( always[9,15] ( always[5,20] ( x_1 <= -0.7307 ) ) until[13,21] x_2 <= -1.7195 ) ) ) until[6,20] x_0 >= -0.533 ) or eventually[11,13] ( ( eventually ( x_2 >= 0.5199 ) or ( not ( x_2 >= -0.8226 ) and ( eventually[19,inf] ( ( x_1 <= -0.1003 or eventually[3,12] ( ( x_1 >= -1.5505 until[4,6] eventually[7,15] ( x_0 >= 0.7535 ) ) ) ) ) and x_1 >= -1.4533 ) ) ) ) )"
( ( ( x_2 >= -0.163 or x_0 <= 0.333 ) and ( x_2 >= -0.333 or x_0 <= 0.333 ) ) and ( ( x_2 >= -0.163 or x_0 <= -0.333 ) or ( x_2 >= -0.336 and x_0 <= 0.336 ) ) ),"( ( ( ( x_2 >= -0.0055 or x_0 <= -0.1055 ) and ( x_2 >= -0.1055 or x_2 >= -0.1055 ) ) or ( ( x_0 <= -0.1055 and x_2 >= -0.1055 ) and ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) ) until[1,19] ( ( ( x_2 >= -0.1555 or x_0 <= -0.0555 ) and ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) or ( ( x_2 >= -0.1555 until[15,26] x_2 >= -0.1555 ) and ( x_2 >= -0.1555 until[15,24] x_2 >= -0.1555 ) ) ) )","((x_2>=-0.0337orx_0<= 0.0887)and(x_2>=-0.0637orx_0<= 0.099))until[10,19]((x_2>=-0.0637orx_0<= 0.099)or(x_0<= 0.0937andx_2>=-0.066)))",( x_2 >= -0.5929 and x_0 <= 0.6924 ),( x_2 >= -0.5503 and x_0 <= 0.6747 )
"eventually[25,35] ( not ( eventually[15,27] ( x_2 <= 0.6932 ) ) )","eventually[24,30] ( ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) until[1,12] ( x_2 >= 0.6555 or x_2 >= -0.2555 ) ) or eventually[29,33] ( ( x_2 >= 0.6555 until[12,20] x_2 >= 0.6555 ) ) ) )","(((x_0>=-0.0511orx_0>=-0.0997)and(x_0>= 0.0061orx_0>= 0.0099))or((x_0>=-0.0091andx_0>= 0.0999)and(x_0>=-0.0991andx_0>= 0.0999)))until[25,30]eventually[19,29](eventually[10,16](not(x_2<= 0.6969))))","eventually[19,inf] ( x_2 >= 0.7922 )","not ( always[7,inf] ( x_2 <= 0.72 ) )"
"( ( ( x_2 >= 0.8332 or x_2 >= -0.3532 ) or ( x_2 >= 0.2232 or x_2 >= 0.9232 ) ) until[23,33] ( ( x_2 >= 0.9232 or x_2 >= 0.9232 ) and ( x_2 >= 0.9232 or x_2 >= -0.2532 ) ) )","( ( ( x_2 >= -0.1555 or x_2 >= -0.1525 ) or ( x_2 >= 0.9555 until[1,25] x_2 >= 0.9555 ) ) until[1,22] ( ( x_2 >= 0.9555 or x_2 >= -0.2555 ) or ( x_2 >= 0.9555 until[12,20] x_2 >= 0.9555 ) ) )","((x_2>= 0.5631orx_2>= 0.7299)and(x_2>= 0.6631orx_2>= 0.6699))until[10,28]((x_2>= 0.6631orx_2>= 0.6999)or(x_2>= 0.6631until[12,29]x_2>= 0.9699)))","eventually[19,21] ( x_2 >= 0.9623 )","eventually[17,21] ( x_2 >= 0.903 )"
"( ( ( x_2 <= 0.333 or x_2 <= 0.333 ) or ( x_2 <= 0.333 or x_2 <= 0.333 ) ) until[1,28] ( ( x_2 <= 0.3532 or x_2 <= 0.333 ) or ( x_2 <= 0.3332 or x_2 <= 0.333 ) ) )","not ( ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) until[1,21] ( x_2 >= -0.1555 until[1,15] x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.5555 until[21,24] x_2 >= -0.2555 ) until[1,19] ( x_2 >= -0.2555 or x_2 >= -0.2555 ) ) ) )","((x_2<= 0.2577orx_2<= 0.3397)and(x_2<= 0.3977orx_2<= 0.399))or((x_2<= 0.2977andx_2<= 0.399)until[10,28](x_2<= 0.3977orx_2<= 0.399)))","eventually[15,17] ( x_2 <= 0.3922 )","eventually[15,17] ( x_2 <= 0.3979 )"
"( ( ( ( x_0 >= -0.044 or x_0 >= -0.044 ) or ( x_0 >= -0.244 or x_0 >= -0.044 ) ) or ( ( x_0 >= -0.244 or x_0 >= -0.244 ) or ( x_0 >= -0.244 or x_0 >= -0.2442 ) ) ) until[26,32] always[1,inf] ( not ( always[1,inf] ( x_2 <= -0.764 ) ) ) )","( ( ( ( x_0 <= -0.0005 or x_0 <= -0.0005 ) until[2,20] ( x_0 <= -0.0005 until[2,20] x_0 <= -0.0005 ) ) or ( ( x_0 <= -0.0005 and x_0 <= -0.0005 ) until[20,23] ( x_2 >= -0.7555 or x_2 >= -0.3555 ) ) ) or always[29,33] ( ( ( x_2 >= -0.7555 until[25,33] x_2 >= -0.7555 ) and ( x_2 >= -0.3555 or x_2 >= -0.3555 ) ) ) )","(((x_0>=-0.0067andx_0>=-0.0997)and(x_0>= 0.0097andx_0>=-0.0999))or((x_0>= 0.0097andx_0>= 0.0999)and(x_0>= 0.0997andx_0>= 0.0999)))until[10,19]eventually[10,19](eventually[10,16](eventually[10,16](x_2>=-0.7969))))","always[19,inf] ( x_2 >= -0.8992 )","always[10,inf] ( not ( x_2 <= -0.8924 ) )"
( ( ( x_2 <= -0.233 or x_2 <= -0.233 ) and ( x_2 <= -0.166 or x_2 <= -0.166 ) ) and ( ( x_2 <= -0.166 or x_2 <= -0.266 ) or ( x_2 <= -0.266 or x_2 <= -0.266 ) ) ),"( ( ( x_2 <= -0.2155 and x_2 <= -0.2155 ) or ( x_2 <= -0.2115 until[1,19] x_2 <= -0.2125 ) ) until[1,19] ( ( x_2 <= -0.2555 or x_2 <= -0.2555 ) or ( x_2 <= -0.2555 until[1,19] x_2 <= -0.2525 ) ) )",((x_2<=-0.1337orx_2<=-0.133)and(x_2<=-0.0337orx_2<=-0.139))or((x_2<=-0.0377andx_2<=-0.039)and(x_2<=-0.0377andx_2<=-0.039))),"( x_2 <= -0.1922 until[16,18] x_1 >= -1.6222 )","( x_1 >= -1.7408 until[3,16] x_2 <= -0.2007 )"
"( ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 or x_2 >= 0.3332 ) ) until[1,28] ( ( x_2 >= 0.3332 or x_2 >= 0.3332 ) or ( x_2 >= 0.3332 or x_2 >= 0.3332 ) ) )","( ( ( x_2 >= -0.1515 or x_2 >= 0.3155 ) until[1,22] ( x_2 >= -0.1555 or x_2 >= -0.1555 ) ) until[1,19] ( ( x_2 >= 0.3555 or x_2 >= -0.2555 ) or ( x_2 >= 0.3555 until[12,20] x_2 >= -0.2555 ) ) )","((x_2>= 0.1131orx_2>= 0.1299)and(x_2>= 0.0637orx_2>= 0.3999))or((x_2>= 0.0667until[12,29]x_2>= 0.0399)and(x_2>= 0.0337until[12,29]x_2>= 0.3989)))","( x_2 >= -0.9229 until[19,21] x_2 >= 0.4923 )","eventually[9,13] ( always[4,10] ( x_2 >= 0.3642 ) )"
"( ( ( x_2 >= 0.5332 or x_2 >= 0.633 ) or ( x_2 >= 0.5332 or x_2 >= 0.5532 ) ) until[23,33] ( ( x_2 >= 0.6532 or x_1 >= -0.3332 ) or ( x_1 >= -0.2332 or x_2 >= 0.6532 ) ) )","( ( ( ( x_2 >= -0.1555 or x_2 >= -0.1555 ) or ( x_2 >= -0.1525 until[1,25] x_2 >= -0.1525 ) ) or ( ( x_2 >= 0.7555 or x_2 >= -0.2555 ) until[25,33] ( x_2 >= -0.1555 until[12,20] x_2 >= -0.1555 ) ) ) and ( ( ( x_2 >= 0.5555 or x_2 >= -0.5555 ) or ( x_2 >= -0.2555 until[25,30] x_2 >= -0.5555 ) ) or ( ( x_2 >= 0.5555 until[25,30] x_2 >= -0.5555 ) until[25,30] ( x_2 >= 0.5555 or x_2 >= -0.5555 ) ) ) )","(((x_2>= 0.5111orx_2>= 0.5297)and(x_2>= 0.5131orx_2>= 0.1699))or((x_2>= 0.0661andx_2>= 0.0999)and(x_2>= 0.5631andx_2>= 0.5699)))until[10,28](((x_2>= 0.5631orx_2>= 0.5999)or(x_2>= 0.5637orx_2>= 0.6699))or((x_2>= 0.5631until[15,26]x_2>= 0.6999)or(x_2>= 0.5931until[15,26]x_2>= 0.5999))))","eventually[19,21] ( ( x_2 >= 0.7222 until[19,21] x_1 <= 1.262 ) )",( x_1 <= 1.3425 until x_2 >= 0.7763 )
( ( ( x_1 >= -0.533 or x_2 <= 0.333 ) and ( x_1 >= -0.333 or x_2 <= -0.363 ) ) and ( ( x_1 >= -0.166 or x_2 <= -0.366 ) or ( x_2 <= 0.266 and x_1 >= -0.266 ) ) ),"( ( ( ( x_2 <= 0.0055 or x_2 <= -0.0055 ) or ( x_2 <= -0.0055 and x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.0555 and x_2 <= -0.0555 ) and ( x_1 >= -0.0555 or x_2 <= -0.0555 ) ) ) until[1,19] ( ( ( x_2 <= -0.0555 or x_2 <= -0.0555 ) and ( x_2 <= -0.2555 or x_2 <= -0.2555 ) ) or ( ( x_2 <= -0.2555 and x_2 <= -0.2555 ) and ( x_2 <= -0.2555 until[1,19] x_2 <= -0.2555 ) ) ) )",((x_2<= 0.3337orx_1>=-0.299)and(x_2<= 0.0937orx_1>=-0.299))and((x_2<= 0.0967orx_1>=-0.299)and(x_2<= 0.0937andx_1>=-0.299))),"( x_2 <= 0.6929 until[16,18] x_1 >= -1.0929 )","( not ( x_2 >= 0.6317 ) until[19,21] x_1 >= -0.9622 )"
"( ( ( x_2 >= 0.2332 or x_2 >= 0.2332 ) or ( x_2 >= 0.2332 or x_2 >= 0.2332 ) ) until[1,28] ( ( x_2 >= 0.2332 or x_2 >= 0.2332 ) or ( x_2 >= 0.3332 or x_2 >= 0.2332 ) ) )","( ( ( x_2 >= -0.1515 or x_2 >= -0.1555 ) until[1,19] ( x_2 >= 0.2555 or x_2 >= -0.1555 ) ) or ( ( x_2 >= 0.2555 until[25,33] x_2 >= 0.2555 ) until[12,21] ( x_2 >= 0.2555 and x_2 >= -0.2555 ) ) )","((x_2>= 0.1131orx_2>= 0.0393)and(x_2>= 0.0337orx_2>= 0.0399))or((x_2>= 0.0367until[12,29]x_2>= 0.0389)and(x_2>= 0.0337until[12,29]x_2>= 0.0389)))","eventually[19,21] ( x_2 >= 0.2923 )","eventually[15,20] ( x_2 >= 0.2883 )"
not ( ( ( x_2 >= -0.036 or x_2 >= -0.036 ) and ( x_2 >= -0.036 or x_2 >= -0.036 ) ) ),"not ( ( ( x_2 >= -0.1115 or x_2 >= -0.2115 ) or ( x_2 >= -0.2115 until[10,22] x_2 >= -0.2225 ) ) )",((x_2<=-0.1377orx_2<=-0.133)and(x_2<=-0.1337orx_2<=-0.139))or((x_2<=-0.0377andx_2<=-0.039)and(x_2<=-0.0377andx_2<=-0.039))),"( x_2 <= -0.0929 until[10,13] x_2 <= -0.0929 )","always[5,7] ( x_2 <= -0.106 )"
"always[2,inf] ( always[1,inf] ( not ( x_2 <= -0.6631 ) ) )","always[25,30] ( ( ( ( x_2 >= -0.0555 or x_0 <= -0.0525 ) until[25,33] ( x_2 >= -0.0525 or x_0 <= -0.0525 ) ) or always[29,32] ( always[25,33] ( x_2 >= -0.752 ) ) ) )","ventually[10,inf]((((x_2>=-0.5037orx_2>=-0.0666)or(x_2>=-0.0637andx_2>=-0.0666))until[10,19]eventually[10,19](eventually[10,16](x_2>=-0.7966))))","always[19,inf] ( x_2 >= -0.7922 )","always[19,21] ( eventually[11,20] ( always[14,inf] ( x_2 >= -0.7701 ) ) )"
"( ( ( x_0 >= 0.333 or x_2 <= 0.133 ) or ( x_0 >= -0.153 and x_2 <= 0.133 ) ) or ( ( x_0 >= -0.154 until[1,inf] x_2 <= 0.134 ) or ( x_0 >= -0.164 until[15,23] x_2 <= 0.134 ) ) )","( ( ( ( x_2 <= 0.2055 or x_0 <= -0.2122 ) or ( x_2 <= -0.1055 or x_2 <= -0.2225 ) ) or ( ( x_0 <= -0.2225 until[2,25] x_2 <= -0.0525 ) or ( x_2 <= -0.2225 or x_2 <= -0.2225 ) ) ) or ( ( ( x_2 <= -0.5555 or x_2 <= -0.2225 ) until[29,32] ( x_0 <= -0.0555 or x_2 <= -0.0555 ) ) or ( ( x_2 <= -0.2555 until[25,32] x_2 <= -0.2555 ) or ( x_2 <= -0.2555 until[25,30] x_0 <= -0.0555 ) ) ) )","(((x_0>= 0.1331orx_2<= 0.0387)or(x_0>= 0.0337orx_0>= 0.199))or((x_0>= 0.0937andx_2<= 0.098)or(x_0>= 0.0337andx_0>= 0.099)))or(((x_2<= 0.0337orx_2<= 0.039)or(x_0>= 0.0637andx_2<= 0.039))until[10,29]((x_0>= 0.0637orx_2<= 0.039)or(x_0>= 0.0637orx_2<= 0.039))))",( x_0 >= 0.5299 or ( x_2 <= -0.0229 or x_2 <= -0.2229 ) ),"( eventually[11,18] ( not ( ( ( always[2,6] ( x_0 >= -1.8441 ) or x_2 >= -2.2988 ) and ( always[13,16] ( x_0 <= 0.6001 ) and x_2 >= -0.2458 ) ) ) ) or x_0 <= -1.3349 )"
( ( ( x_2 <= -0.453 or x_2 <= -0.436 ) or ( x_2 <= -0.456 or x_2 <= -0.456 ) ) and ( ( x_2 <= -0.466 or x_2 <= -0.466 ) or ( x_2 <= -0.466 or x_2 <= -0.466 ) ) ),"( ( ( x_2 <= -0.5155 or x_2 <= -0.5555 ) and ( x_2 <= -0.5555 or x_2 <= -0.5555 ) ) until[1,10] ( ( x_2 <= -0.5555 or x_2 <= -0.5555 ) or ( x_2 <= -0.5555 until[2,20] x_2 <= -0.5555 ) ) )",((x_2<=-0.3777orx_2<=-0.489)and(x_2<=-0.4937orx_2<=-0.499))or((x_2<=-0.4977andx_2<=-0.499)and(x_2<=-0.4977andx_2<=-0.499))),"( x_2 <= -0.4929 until[1,10] x_2 <= -0.4923 )","( ( x_2 <= -0.5087 or x_2 <= -0.9913 ) and not ( always[10,19] ( x_2 >= 0.2863 ) ) )"
( ( ( x_2 <= 0.331 or x_2 <= 0.331 ) and ( x_0 <= 0.351 or x_2 <= 0.351 ) ) and ( ( x_2 <= 0.331 or x_0 <= 0.351 ) or ( x_2 <= 0.331 and x_0 <= 0.351 ) ) ),"( ( ( x_2 <= 0.5155 or x_0 <= 0.5055 ) and ( x_2 <= 0.2555 or x_0 <= 0.5555 ) ) and ( ( x_2 <= 0.5555 or x_0 <= 0.5555 ) or ( x_2 <= 0.5555 until[1,19] x_0 <= 0.5555 ) ) )",((x_2<= 0.1377andx_2<= 0.1387)and(x_0<= 0.3377orx_0<= 0.3997))and((x_2<= 0.0377andx_0<= 0.3997)and(x_0<= 0.3977andx_0<= 0.399))),( x_2 <= 0.4924 and x_0 <= 0.6924 ),( x_2 <= 0.3386 until x_0 <= 0.6454 )
