0,gold formula
"( ( x_0 >= -0.2299 until[19,21] x_1 <= 0.2229 ) or ( x_2 >= -0.2229 until[16,18] x_1 <= -0.2922 ) )","( ( not ( ( eventually[3,21] ( always[2,inf] ( ( x_2 >= 0.3043 and x_2 <= -0.275 ) ) ) and ( ( not ( x_2 <= 0.497 ) and always[30,35] ( x_0 <= 0.0977 ) ) until[7,10] eventually ( ( x_0 >= 1.2167 or x_0 >= -0.1815 ) ) ) ) ) or ( not ( eventually[23,26] ( always[11,inf] ( eventually[13,16] ( x_2 >= -1.7067 ) ) ) ) and not ( ( eventually[33,inf] ( ( x_0 >= 1.1245 or x_0 >= 0.8017 ) ) and always[3,9] ( ( x_2 <= -0.4883 or x_2 <= -0.8876 ) ) ) ) ) ) until always[7,inf] ( not ( not ( not ( ( ( x_1 <= 1.9668 or x_1 <= 0.0674 ) until[15,inf] ( x_0 <= 0.8807 until[17,27] x_1 >= 0.3562 ) ) ) ) ) ) )"
"( x_2 <= -0.0229 until[19,21] ( x_2 >= 1.3229 until[19,21] ( x_2 <= -0.2222 until[19,21] x_1 <= 0.2923 ) ) )","not ( not ( ( always ( ( ( not ( x_0 >= 1.3341 ) and eventually[0,11] ( x_2 >= 1.345 ) ) until[29,36] eventually[0,inf] ( eventually[5,19] ( x_2 <= 0.3318 ) ) ) ) and ( not ( ( ( x_0 >= -1.4027 until[32,34] x_1 >= -0.4862 ) and not ( x_0 >= -0.9157 ) ) ) until[5,11] always ( ( ( x_1 >= 1.7762 or x_0 >= -0.2346 ) or ( x_0 <= 0.6433 or x_2 >= -2.1128 ) ) ) ) ) ) )"
"eventually[19,inf] ( ( x_0 <= 0.4529 or x_1 <= -1.622 ) )","eventually[10,inf] ( not ( eventually[17,inf] ( always[20,inf] ( ( ( not ( x_0 <= 0.402 ) and ( x_1 >= -1.7478 or x_2 <= 0.2415 ) ) until[2,30] ( not ( x_1 >= 1.4201 ) or ( x_0 <= -0.3979 or x_0 <= 0.8053 ) ) ) ) ) ) )"
"always[11,inf] ( x_1 <= 1.7922 )","eventually ( always[0,5] ( always ( not ( not ( always[33,35] ( ( x_1 <= -0.6511 or x_1 <= 1.8214 ) ) ) ) ) ) )"
"always[19,inf] ( x_1 <= 0.092 )","eventually[26,32] ( always ( not ( ( ( not ( ( x_1 <= -0.9704 until[28,34] x_0 <= 0.9433 ) ) until[15,17] always[10,19] ( not ( x_2 >= -2.1359 ) ) ) or ( always[9,15] ( always ( x_1 >= 0.1018 ) ) or ( eventually[26,32] ( x_2 >= -0.1966 ) and not ( x_1 <= 0.6776 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2229 or x_1 >= -1.8222 ) or ( x_1 <= -0.2222 or ( x_2 >= -0.2222 until[19,21] x_2 >= -0.2222 ) ) )","always[34,36] ( always[3,35] ( not ( not ( ( eventually[6,inf] ( eventually ( x_0 >= 0.6765 ) ) or ( ( x_1 >= -2.0409 or x_2 >= -1.1024 ) or ( x_1 >= -0.4218 or x_2 >= 0.5528 ) ) ) ) ) ) )"
"( ( x_2 >= -0.9229 or x_0 >= -0.9229 ) until[16,18] ( x_2 <= -0.9229 or x_1 <= -0.9999 ) )","always[24,inf] ( not ( ( ( eventually[24,34] ( ( ( x_2 <= -0.225 until[23,inf] x_2 <= 0.9262 ) and ( x_0 <= 0.0286 until[3,36] x_2 <= -0.0813 ) ) ) or always[3,7] ( not ( not ( x_2 >= 1.4577 ) ) ) ) or ( eventually[26,29] ( eventually[19,32] ( not ( x_1 >= 0.6027 ) ) ) and eventually[11,16] ( ( ( x_0 >= 0.9552 until[33,inf] x_0 <= 0.9785 ) until eventually ( x_0 >= 0.1469 ) ) ) ) ) ) )"
"( ( x_2 >= 0.2229 until[19,21] x_1 <= -0.6222 ) until[19,21] ( x_1 <= -0.5222 until[19,21] x_0 >= -0.2923 ) )","( eventually[0,8] ( always[3,25] ( ( eventually[28,33] ( not ( ( x_2 <= 0.7104 until[12,inf] x_0 <= 1.2497 ) ) ) and not ( always[29,31] ( not ( x_0 >= -0.6927 ) ) ) ) ) ) and not ( eventually[18,29] ( ( ( always[13,32] ( ( x_2 <= 0.3381 or x_1 >= -0.7036 ) ) or ( ( x_0 >= 0.0128 until[4,24] x_0 <= -1.9226 ) or not ( x_1 >= -0.4968 ) ) ) or ( ( ( x_2 <= 0.8896 and x_1 <= 1.3914 ) and not ( x_0 >= -0.2043 ) ) until[24,inf] ( ( x_2 >= 0.6365 or x_1 <= 0.3444 ) and ( x_0 <= 0.4037 and x_1 <= 0.0296 ) ) ) ) ) ) )"
"( x_2 >= -0.2994 until[19,21] ( x_0 >= 1.5924 until[19,21] x_2 >= 0.2922 ) )","not ( ( ( ( ( not ( not ( x_1 <= -0.9365 ) ) or ( not ( x_2 <= 1.4118 ) or ( x_0 >= -0.579 or x_0 >= 1.03 ) ) ) or eventually ( ( eventually[11,20] ( x_2 >= -0.844 ) and ( x_2 <= -0.0904 until[20,inf] x_1 <= 0.778 ) ) ) ) until[21,31] always[5,inf] ( not ( not ( ( x_2 <= -0.6088 or x_2 <= 0.4809 ) ) ) ) ) or eventually[31,33] ( not ( not ( eventually[3,6] ( ( x_1 <= -2.489 or x_0 <= 1.5181 ) ) ) ) ) ) )"
"eventually[19,21] ( eventually[16,20] ( x_2 >= 1.7922 ) )","always[9,27] ( ( not ( ( ( not ( always[11,26] ( x_0 >= 0.2578 ) ) and not ( ( x_2 >= -0.451 and x_1 >= -0.3381 ) ) ) until[10,inf] not ( eventually[6,36] ( not ( x_0 >= -0.2963 ) ) ) ) ) until not ( not ( not ( not ( not ( x_2 <= 1.7213 ) ) ) ) ) ) )"
"( ( x_2 <= -0.6229 or x_1 >= -0.6929 ) until[19,21] ( x_0 <= 0.2929 or x_2 <= -0.6922 ) )","not ( ( not ( ( always[13,inf] ( ( not ( x_0 >= 1.0324 ) or ( x_0 <= 2.1713 and x_1 >= 2.2921 ) ) ) until[9,inf] not ( ( not ( x_0 <= 1.3029 ) or ( x_0 <= 0.1581 or x_1 >= -0.4133 ) ) ) ) ) until not ( always[28,31] ( ( eventually[9,36] ( ( x_0 <= 1.1201 or x_1 <= -1.0264 ) ) and ( not ( x_0 >= 1.4019 ) and ( x_2 <= -0.0869 or x_1 >= 0.1628 ) ) ) ) ) ) )"
"( x_1 >= -0.1929 until[19,21] always[19,21] ( always[16,18] ( x_2 <= -0.3222 ) ) )","( always ( not ( eventually ( ( ( ( x_2 >= 0.9608 or x_0 >= -1.8407 ) or always ( x_1 >= -0.6882 ) ) until[4,12] eventually[6,15] ( ( x_2 >= -0.0486 or x_1 <= 0.2044 ) ) ) ) ) ) until[15,21] eventually ( not ( eventually[10,inf] ( eventually ( always[28,36] ( ( x_1 <= 0.3689 and x_2 <= -1.1417 ) ) ) ) ) ) )"
"( ( x_0 <= -0.2223 until[19,21] x_1 <= -1.3229 ) until[19,21] ( x_1 <= -0.2229 until[19,21] x_1 >= -0.2922 ) )","always[18,21] ( ( always[33,36] ( not ( ( ( ( x_1 >= -2.6177 until[15,20] x_1 <= 0.4869 ) or ( x_0 >= -0.7356 and x_0 >= 0.5483 ) ) or not ( ( x_2 >= 1.3632 or x_1 <= -0.0475 ) ) ) ) ) and eventually[26,35] ( not ( not ( ( eventually[19,24] ( x_0 <= -0.1437 ) and eventually[31,33] ( x_1 <= -0.9404 ) ) ) ) ) ) )"
"( ( x_0 >= -0.5929 until[19,21] x_2 >= -0.9299 ) or ( x_2 <= -0.2922 until[16,18] x_1 <= -0.9999 ) )","not ( always[34,36] ( not ( always[1,28] ( ( ( ( x_2 >= -0.686 and x_1 <= -0.1756 ) or ( x_1 <= -1.1693 or x_0 >= -0.0406 ) ) until[19,inf] not ( ( x_1 <= -1.0539 until[0,inf] x_2 <= -0.033 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2922 until[19,21] x_0 >= 0.9229 ) or ( x_0 >= -0.2922 until[16,18] ( x_2 <= -0.2922 or x_2 <= -0.2922 ) ) )","always[13,21] ( not ( ( always[10,inf] ( ( ( ( x_0 >= -0.1013 and x_2 <= 1.0231 ) until[18,25] not ( x_1 <= -0.9132 ) ) or ( ( x_2 >= 1.7723 or x_2 <= -0.4651 ) or ( x_0 <= 0.6779 until[2,inf] x_0 <= 0.1132 ) ) ) ) until[15,inf] always ( eventually[5,10] ( always ( ( x_0 >= 1.9822 or x_1 <= 1.2328 ) ) ) ) ) ) )"
"( ( x_2 >= -0.2222 until[16,18] x_2 >= -0.1222 ) or ( x_2 >= -0.1222 until[16,18] x_2 >= -1.9222 ) )","( ( not ( eventually[13,34] ( ( not ( ( x_2 >= 0.3468 and x_0 <= 0.456 ) ) and ( not ( x_2 >= 1.4864 ) and always[26,28] ( x_1 >= 1.0514 ) ) ) ) ) or eventually[0,inf] ( not ( eventually[24,30] ( ( ( x_1 >= 2.0722 and x_1 >= -1.6273 ) or ( x_1 >= -0.0496 until[13,30] x_1 <= -0.7406 ) ) ) ) ) ) and eventually[6,31] ( ( not ( ( always[15,18] ( ( x_0 <= -0.9279 and x_2 <= -1.9278 ) ) or ( ( x_2 >= -1.2471 until[23,inf] x_0 >= 1.6471 ) until[18,32] ( x_0 >= 0.7901 and x_0 <= 0.4353 ) ) ) ) or not ( ( eventually[6,inf] ( ( x_2 <= 0.0771 or x_1 >= -0.3948 ) ) or always[28,35] ( always[34,36] ( x_2 >= 0.6412 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 until[19,21] ( x_0 >= -0.2229 until[16,18] x_1 <= -0.1229 ) ) until[19,21] ( x_0 >= 2.0226 until[16,18] x_1 <= -0.1224 ) )","( always[20,28] ( ( always[31,inf] ( ( not ( ( x_0 <= 0.1801 and x_0 <= -0.0671 ) ) or ( ( x_0 >= -0.2534 or x_2 >= 1.516 ) until ( x_0 <= -0.9208 until[5,15] x_2 <= 1.3451 ) ) ) ) or ( eventually[12,33] ( ( ( x_2 >= -0.689 and x_2 <= -0.5734 ) until[0,10] ( x_2 <= -0.9139 until[19,22] x_2 <= -1.2311 ) ) ) and eventually[5,29] ( eventually[0,4] ( eventually[32,36] ( x_0 >= -0.1132 ) ) ) ) ) ) and not ( eventually[27,31] ( ( eventually[28,31] ( eventually[28,30] ( ( x_0 >= -0.7667 or x_1 >= -0.5651 ) ) ) or not ( not ( always[8,20] ( x_0 <= 2.2586 ) ) ) ) ) ) )"
"( x_1 <= 0.2229 or eventually[19,21] ( ( x_1 <= 0.2229 or x_2 <= -0.2229 ) ) )","( always[11,17] ( ( ( always[4,inf] ( not ( always ( x_2 >= -0.4914 ) ) ) or ( ( ( x_0 <= 1.9544 and x_0 >= -1.0048 ) and always ( x_0 <= 0.4399 ) ) until[16,inf] always[24,31] ( eventually[21,29] ( x_1 <= 0.1914 ) ) ) ) or not ( always[19,33] ( ( ( x_1 <= 0.5368 or x_0 <= -0.165 ) and ( x_1 <= 0.577 and x_1 >= 0.4618 ) ) ) ) ) ) or always[0,inf] ( not ( ( eventually[29,36] ( ( ( x_1 >= -1.5149 until[31,inf] x_2 <= 0.7383 ) or eventually[26,36] ( x_1 >= 1.4226 ) ) ) or not ( eventually[34,36] ( eventually[6,24] ( x_0 <= 1.6395 ) ) ) ) ) ) )"
"( x_1 <= 1.2299 until[19,21] eventually[16,18] ( x_0 >= 0.1522 ) )","( not ( not ( eventually[2,inf] ( ( eventually[20,inf] ( eventually ( x_0 >= 0.2317 ) ) and ( eventually[16,inf] ( x_1 <= -1.1184 ) or always[8,26] ( x_2 >= -1.6506 ) ) ) ) ) ) until[3,18] ( eventually[10,inf] ( not ( always[5,9] ( ( eventually[33,35] ( x_1 >= 0.9847 ) or ( x_0 <= -0.1275 or x_0 <= -0.6127 ) ) ) ) ) or always[12,14] ( not ( ( ( ( x_1 <= 1.0362 or x_0 >= -1.037 ) and eventually[21,30] ( x_0 >= 0.4327 ) ) or ( ( x_0 >= 0.3884 until[29,35] x_2 >= 1.5991 ) or always[8,26] ( x_1 >= 0.4143 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2299 or x_1 <= -0.2299 ) or eventually[19,21] ( eventually[16,18] ( ( x_0 >= -0.8229 or x_0 >= -0.8929 ) ) ) )","not ( ( not ( ( ( ( ( x_2 <= -0.1195 or x_0 >= -0.5293 ) and eventually[12,inf] ( x_1 <= -1.3754 ) ) or not ( ( x_2 <= 0.2801 and x_0 <= -0.372 ) ) ) or not ( not ( ( x_1 <= 0.2405 until x_2 >= 0.2053 ) ) ) ) ) until[22,34] ( always ( ( not ( ( x_0 >= -0.7831 or x_1 <= -0.1804 ) ) and always[12,inf] ( ( x_1 >= 1.3153 or x_2 >= -0.5546 ) ) ) ) and not ( ( not ( not ( x_0 >= 0.472 ) ) and not ( ( x_0 <= 0.5821 or x_0 >= -0.8633 ) ) ) ) ) ) )"
"always[19,inf] ( ( x_1 >= 1.3222 and x_0 <= -0.0922 ) )","always[29,32] ( always ( eventually[22,27] ( not ( not ( ( ( x_1 >= 1.3957 and x_1 >= -0.9632 ) until[22,inf] ( x_2 >= -2.2125 until[6,16] x_0 <= -0.137 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2929 or x_2 >= -0.0229 ) until[19,inf] ( x_1 >= -0.0229 until[19,21] ( x_2 >= 0.6222 until[19,21] x_1 >= -0.2222 ) ) )","always[1,inf] ( ( always ( ( not ( ( ( x_2 <= -0.3918 or x_1 >= -1.2191 ) or not ( x_1 <= 1.2429 ) ) ) or always[19,inf] ( always ( not ( x_2 <= -0.0122 ) ) ) ) ) until[0,inf] ( ( not ( always[0,30] ( not ( x_1 >= 0.9608 ) ) ) until[22,33] eventually[7,15] ( ( not ( x_1 <= -0.6416 ) and ( x_0 >= -0.2003 and x_1 <= 2.2975 ) ) ) ) or ( not ( ( always[34,inf] ( x_1 <= -0.1301 ) or ( x_0 >= -0.5016 or x_1 >= -0.6617 ) ) ) and always[27,36] ( eventually[26,31] ( ( x_1 <= -0.7323 or x_1 <= 1.456 ) ) ) ) ) ) )"
"( ( x_0 >= -0.0229 until[19,21] ( x_2 <= -0.6229 until[19,21] ( x_1 >= 0.9229 until[19,21] x_0 >= 0.9229 ) ) ) and ( ( x_0 >= -0.2229 until[19,21] x_1 >= 0.9229 ) until[19,21] ( x_1 >= 0.9222 until[19,21] x_2 <= -0.9922 ) ) )","( always[7,inf] ( ( not ( ( always[3,24] ( not ( x_2 >= -1.2487 ) ) and eventually[25,32] ( ( x_1 >= 0.2833 until[9,15] x_2 <= 0.3913 ) ) ) ) and ( not ( not ( not ( x_2 >= -0.9667 ) ) ) and always[7,32] ( ( ( x_0 >= -0.6998 until x_1 >= 1.3655 ) and ( x_1 >= 0.3523 and x_1 >= -0.0549 ) ) ) ) ) ) until eventually ( always[1,28] ( eventually ( not ( eventually[14,inf] ( ( x_0 <= 0.897 or x_0 >= 0.2189 ) ) ) ) ) ) )"
"always[12,inf] ( x_0 >= -0.8922 )","eventually[33,35] ( always[34,36] ( always ( not ( ( not ( ( x_1 <= -1.9765 and x_2 <= 0.8866 ) ) until[8,12] not ( ( x_0 >= -0.8568 and x_0 >= -0.9009 ) ) ) ) ) ) )"
"( ( x_2 >= -0.6229 until[16,18] x_2 >= 0.6229 ) or ( x_0 >= -0.2929 until[16,18] x_1 <= -0.9999 ) )","( eventually[23,28] ( ( always[32,inf] ( not ( eventually[3,17] ( ( x_2 >= 0.2149 and x_2 <= 1.1398 ) ) ) ) and ( ( ( ( x_0 <= 0.1693 and x_1 >= 1.8209 ) and ( x_0 >= 1.6872 and x_2 <= 0.1443 ) ) and ( always[28,inf] ( x_1 >= 1.8138 ) or ( x_0 <= 0.8327 until[31,34] x_0 >= 0.2036 ) ) ) or always[28,33] ( not ( eventually[30,inf] ( x_2 <= 0.9077 ) ) ) ) ) ) or eventually ( not ( ( always[2,9] ( ( not ( x_2 <= -1.6163 ) and ( x_1 <= -1.3116 or x_2 <= 0.4424 ) ) ) or eventually[25,inf] ( always[0,5] ( ( x_1 <= -0.6778 until[6,33] x_0 <= -0.9676 ) ) ) ) ) ) )"
"( ( x_2 <= -0.2299 until[19,21] ( x_1 >= -0.6229 or x_0 >= -0.6229 ) ) until[19,21] ( x_2 <= -0.2229 or ( x_2 <= -0.2229 until[19,21] x_2 <= -0.2229 ) ) )","( eventually[31,inf] ( eventually[15,35] ( not ( not ( not ( eventually[32,35] ( x_1 <= -0.728 ) ) ) ) ) ) and ( ( not ( eventually[29,33] ( eventually[18,inf] ( always[23,31] ( x_2 >= 1.5364 ) ) ) ) and ( ( ( ( x_1 >= 0.8071 and x_2 >= 0.413 ) or eventually ( x_0 <= -1.9806 ) ) and not ( not ( x_1 <= -1.3679 ) ) ) and not ( eventually[29,35] ( not ( x_1 >= -0.9581 ) ) ) ) ) or ( eventually[19,inf] ( not ( not ( ( x_2 >= -1.1918 until[27,33] x_0 >= -0.8333 ) ) ) ) and always[14,31] ( eventually ( ( eventually[19,21] ( x_2 <= 0.1591 ) until[18,33] ( x_1 >= -1.029 or x_0 <= 0.5597 ) ) ) ) ) ) )"
"( ( x_2 >= -0.6229 or x_1 <= 0.6229 ) or ( x_1 <= 0.2229 or ( x_1 <= 0.2229 until[16,18] x_2 >= -0.5229 ) ) )","always[3,14] ( ( not ( ( not ( not ( always[29,31] ( x_1 >= 0.8291 ) ) ) until[24,inf] not ( ( not ( x_2 <= -0.8397 ) or ( x_2 <= 0.4544 until[14,inf] x_1 >= 0.2971 ) ) ) ) ) or not ( ( not ( not ( ( x_0 <= -1.6179 or x_0 <= 0.8479 ) ) ) and not ( ( ( x_1 <= -1.2479 and x_2 >= 0.3725 ) or ( x_0 >= 1.2839 and x_1 >= 1.2472 ) ) ) ) ) ) )"
"( ( x_2 >= 1.6229 until[19,21] x_2 <= -0.2229 ) until[16,20] x_1 >= -0.2222 )","( not ( always[20,inf] ( ( not ( eventually ( ( x_2 <= 0.2255 or x_2 >= 1.0663 ) ) ) or not ( eventually[15,inf] ( ( x_2 >= 1.4686 until x_1 <= 1.796 ) ) ) ) ) ) until[0,inf] ( not ( ( ( always[6,17] ( ( x_2 >= -0.3698 until[16,36] x_2 <= 0.7555 ) ) or ( ( x_0 <= 0.5856 until[3,9] x_0 <= 0.9533 ) and ( x_2 >= 0.2627 or x_2 >= -1.8124 ) ) ) and ( ( always[10,24] ( x_2 <= 0.3702 ) and ( x_0 <= -2.0274 and x_2 <= -0.4261 ) ) and ( always[4,18] ( x_0 <= 1.574 ) and ( x_0 <= 0.3842 or x_0 <= 0.0213 ) ) ) ) ) until not ( not ( eventually[7,10] ( ( not ( x_2 >= -1.0508 ) or ( x_0 >= 0.0795 and x_1 >= 1.3652 ) ) ) ) ) ) )"
"( x_2 <= 0.5229 until[19,inf] x_2 <= -0.1922 )","( not ( not ( ( ( not ( ( x_1 >= -0.4745 until[27,30] x_2 >= 1.0547 ) ) or ( ( x_0 >= -0.0884 until[17,inf] x_0 <= 0.6835 ) or eventually[10,34] ( x_0 <= 0.7328 ) ) ) until ( always ( ( x_2 <= -0.1104 and x_1 >= 0.7189 ) ) or ( ( x_1 <= 0.628 and x_1 <= 1.1671 ) and eventually ( x_2 <= -0.1473 ) ) ) ) ) ) until eventually[13,25] ( always[24,inf] ( not ( not ( eventually[13,inf] ( not ( x_2 >= 1.2752 ) ) ) ) ) ) )"
"( x_2 >= -1.2929 until[19,inf] ( x_1 >= -0.2222 until[19,21] x_1 >= -0.2222 ) )","not ( ( ( eventually[31,35] ( eventually ( ( always[23,29] ( x_0 >= 0.8805 ) until[30,32] not ( x_1 >= 0.8076 ) ) ) ) and not ( ( ( ( x_1 >= 0.0728 or x_2 >= 0.1875 ) and eventually ( x_0 <= 1.891 ) ) until[27,34] always[18,24] ( eventually[5,inf] ( x_2 >= 1.4772 ) ) ) ) ) or always[28,inf] ( not ( eventually[13,27] ( ( eventually[10,23] ( x_1 >= -0.2371 ) and not ( x_2 <= -1.166 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_0 >= 0.5522 )","eventually[30,35] ( always[1,20] ( not ( always[13,inf] ( not ( eventually[4,17] ( always[4,9] ( x_0 >= 0.5808 ) ) ) ) ) ) )"
"( x_1 <= 0.5229 until[19,21] eventually[16,18] ( x_0 <= -0.7922 ) )","eventually[15,29] ( not ( always[6,inf] ( always[9,25] ( not ( ( ( x_1 <= 0.1118 or x_1 <= 0.0567 ) and eventually[24,28] ( x_0 <= -0.8005 ) ) ) ) ) ) )"
"( ( x_0 >= 0.2299 until[19,21] x_2 <= -0.0229 ) or ( x_0 >= -0.2229 until[19,21] x_2 <= 0.2922 ) )","not ( always ( ( ( ( ( not ( x_0 >= -0.7731 ) until ( x_0 <= -1.6432 and x_1 >= -1.0308 ) ) until[33,35] not ( ( x_1 <= 0.6988 and x_2 <= 1.8493 ) ) ) or ( not ( not ( x_0 <= 0.7542 ) ) until[4,33] eventually ( not ( x_2 <= 0.0778 ) ) ) ) and ( eventually[3,30] ( always[16,inf] ( ( x_1 <= -0.4714 or x_0 <= 1.5244 ) ) ) or eventually ( ( ( x_1 >= -0.0933 until[25,35] x_2 >= 0.0109 ) or ( x_1 <= -0.5617 and x_2 >= -0.3561 ) ) ) ) ) ) )"
"( x_0 >= 0.6299 or eventually[19,21] ( ( x_2 <= 0.1229 or x_2 >= 0.0922 ) ) )","not ( ( eventually[5,9] ( eventually ( not ( eventually[24,35] ( ( x_2 <= 0.3914 or x_0 >= 0.4019 ) ) ) ) ) until always ( always[2,33] ( eventually[2,4] ( not ( ( x_2 <= -1.3188 or x_2 >= 2.2688 ) ) ) ) ) ) )"
"( x_1 <= 0.2222 or eventually[19,21] ( ( x_0 <= 1.0222 or x_1 <= 0.2222 ) ) )","not ( ( ( ( ( ( not ( x_2 <= 1.7544 ) or ( x_1 <= -0.2818 and x_2 <= -3.5978 ) ) or ( eventually[0,22] ( x_0 >= 1.1378 ) and always[12,27] ( x_2 <= 2.4863 ) ) ) and not ( not ( ( x_1 <= 1.289 and x_1 >= 0.2537 ) ) ) ) and ( always[8,17] ( not ( eventually[20,inf] ( x_1 <= 0.1116 ) ) ) or always[13,16] ( not ( ( x_2 >= 0.0612 or x_2 >= -0.1523 ) ) ) ) ) until[20,30] not ( not ( not ( not ( always[26,31] ( x_0 >= 0.761 ) ) ) ) ) ) )"
"( ( x_0 <= -0.9229 or x_0 <= -0.9229 ) until[19,21] ( x_2 <= -0.9922 or x_1 <= 0.9999 ) )","eventually[5,17] ( always[0,inf] ( ( always ( not ( ( eventually[11,20] ( x_0 <= 0.9599 ) and always[22,inf] ( x_0 >= 0.3585 ) ) ) ) and ( eventually ( ( ( x_2 <= 1.0161 or x_2 <= 1.7941 ) and eventually[2,inf] ( x_1 <= 1.2624 ) ) ) until[28,33] ( ( ( x_0 >= 0.0836 or x_1 >= -0.0155 ) until[8,29] not ( x_1 <= 1.0807 ) ) or eventually[28,31] ( ( x_2 <= 1.421 or x_0 <= -1.4212 ) ) ) ) ) ) )"
"( x_2 <= -0.5923 until[19,inf] x_1 <= -0.9922 )","always[4,29] ( not ( ( not ( always[23,inf] ( ( always[16,31] ( x_1 <= -1.0157 ) and ( x_2 >= 0.5515 and x_1 <= -0.189 ) ) ) ) and ( ( ( ( x_1 >= 0.67 and x_0 <= 0.27 ) and not ( x_2 <= 0.7313 ) ) and ( ( x_2 >= -1.273 and x_1 <= 1.5236 ) and ( x_1 <= 0.7614 or x_1 >= 0.2991 ) ) ) or ( ( eventually[6,15] ( x_2 <= -1.1424 ) or eventually[21,23] ( x_1 >= -0.4122 ) ) or eventually[6,31] ( ( x_1 >= 0.0257 or x_2 >= -0.6827 ) ) ) ) ) ) )"
"eventually[19,inf] ( ( x_2 <= 0.4222 or x_1 >= -0.6922 ) )","not ( eventually[28,inf] ( ( not ( eventually[25,inf] ( always[2,4] ( ( x_2 <= 0.2895 or x_1 >= 0.7298 ) ) ) ) until[2,inf] not ( ( always ( ( x_0 <= -1.3374 until[32,34] x_1 >= -0.8092 ) ) or ( eventually[33,inf] ( x_2 <= -0.037 ) or always[6,10] ( x_2 <= 0.5502 ) ) ) ) ) ) )"
"( x_2 >= 0.2229 or ( x_2 >= 0.0229 or ( x_0 <= -0.2229 or ( x_2 <= -0.0229 until[19,21] x_2 <= -0.0229 ) ) ) )","always[12,19] ( not ( ( not ( eventually[11,15] ( always[9,inf] ( not ( x_2 <= 2.4989 ) ) ) ) until[9,inf] ( ( not ( ( x_0 <= -0.7318 until[0,22] x_2 <= 0.1425 ) ) and always[8,22] ( not ( x_2 <= 0.2829 ) ) ) and not ( ( eventually[3,25] ( x_2 >= -0.049 ) or always[10,inf] ( x_0 <= 0.1494 ) ) ) ) ) ) )"
"eventually[19,inf] ( x_1 <= 1.0062 )","eventually[14,21] ( eventually ( not ( ( ( not ( ( x_2 >= 1.3429 and x_1 >= 0.8055 ) ) or eventually[21,29] ( ( x_2 >= -0.2975 and x_0 <= 2.2857 ) ) ) and not ( not ( ( x_1 >= 1.0439 and x_2 >= -1.6388 ) ) ) ) ) ) )"
"( x_1 >= -0.5229 or always[19,inf] ( x_1 <= 0.2222 ) )","eventually ( ( always[26,32] ( not ( ( ( ( x_1 >= -0.3915 or x_0 <= 0.7306 ) until[15,32] ( x_0 >= -0.5005 or x_0 <= -0.0425 ) ) and always[10,18] ( eventually[23,35] ( x_1 <= 0.1252 ) ) ) ) ) or always[18,inf] ( ( ( not ( ( x_0 >= 1.2034 or x_1 <= -0.0818 ) ) or ( ( x_1 >= 0.5114 and x_1 >= 1.4183 ) or ( x_0 >= -2.696 and x_0 <= 0.768 ) ) ) and eventually[6,20] ( ( ( x_0 <= -0.3046 until[9,30] x_2 >= 0.0994 ) and ( x_2 <= 0.3178 until[10,25] x_0 <= 0.4867 ) ) ) ) ) ) )"
"( x_0 >= -0.0524 until[19,21] ( x_2 <= 0.6994 until[19,21] x_0 >= 0.9994 ) )","eventually[5,33] ( eventually[10,25] ( always[2,24] ( not ( not ( ( ( x_2 <= 1.4601 and x_0 <= 1.6529 ) and ( x_2 <= 1.7926 and x_0 >= 0.9581 ) ) ) ) ) ) )"
"( x_1 >= -0.6929 until[19,21] eventually[16,18] ( x_2 <= -0.6922 ) )","( eventually ( not ( eventually[17,27] ( not ( not ( not ( x_2 <= -0.7106 ) ) ) ) ) ) until[0,15] eventually[7,14] ( not ( eventually[24,29] ( not ( not ( ( x_2 >= 0.0255 or x_1 <= -0.3166 ) ) ) ) ) ) )"
"( ( x_0 >= -0.2229 until[19,21] x_1 >= -0.5299 ) or ( ( x_0 <= -0.2222 until[19,21] x_2 <= -0.2224 ) until[19,21] x_0 >= 0.1922 ) )","eventually[5,9] ( eventually[21,24] ( ( not ( always ( ( always[4,inf] ( x_0 <= -0.0509 ) or ( x_0 <= 1.1887 and x_1 <= -1.472 ) ) ) ) until[32,36] ( not ( ( not ( x_2 <= 1.363 ) and ( x_1 >= -0.1401 or x_2 <= 1.2256 ) ) ) and always ( ( not ( x_1 <= 0.5776 ) or not ( x_0 >= -0.0379 ) ) ) ) ) ) )"
"( ( x_0 <= -1.6229 or x_0 <= 0.2229 ) or ( x_0 <= -0.2229 or ( x_0 <= -0.2229 until[16,18] x_1 <= -0.2229 ) ) )","always[14,21] ( not ( eventually[15,inf] ( ( ( not ( not ( x_0 >= 1.7068 ) ) and ( ( x_0 >= 0.5953 or x_0 <= 1.0959 ) until[28,inf] ( x_0 <= -1.8818 and x_0 <= -0.0889 ) ) ) and always[17,30] ( ( always ( x_1 >= -0.1133 ) and ( x_1 >= -0.5092 or x_2 <= -1.5504 ) ) ) ) ) ) )"
