0,gold formula
"(((x_1<= 0.2877orx_1>= 0.2887)or(x_1>= 0.2877orx_1>= 0.2887))until[22,34]((x_1>= 0.2814orx_1>= 0.282)or(x_1>= 0.2814orx_1>= 0.288)))or(((x_1<= 0.2814orx_2>= 0.2882)or(x_1<= 0.2811orx_2>= 0.2882))until[14,32]((x_1<= 0.2811orx_1<= 0.2822)or(x_1<= 0.2877orx_1<= 0.2822))))","( always[13,35] ( ( ( x_2 <= -0.1868 or x_2 <= 0.5397 ) and ( x_1 >= -0.3767 until[6,12] x_2 <= -1.3413 ) ) ) or eventually[0,17] ( ( eventually[24,32] ( x_1 >= 1.0232 ) and eventually[0,13] ( x_2 >= -0.0293 ) ) ) )"
"(((x_1<= 0.2864orx_1>=-0.2884)and(x_1>=-0.2864orx_1>=-0.2888))until[14,28]((x_1<=-0.2864andx_1<=-0.2288)and(x_1<=-0.2834andx_1<=-0.2288)))until[14,29]not(((x_1<=-0.2863andx_1<=-0.2288)and(x_1<=-0.2883andx_1>=-0.2828))))","( ( ( ( x_0 >= -0.9169 or x_2 >= -0.1744 ) until[11,23] eventually[21,inf] ( x_1 >= 0.6873 ) ) and not ( always[20,33] ( x_2 <= -0.4418 ) ) ) and ( ( ( x_2 >= 0.2011 until[34,36] x_0 >= -0.3568 ) or always[33,35] ( x_0 <= 0.3797 ) ) until[4,inf] not ( ( x_1 >= -1.1985 and x_1 >= -0.4633 ) ) ) )"
"(((x_2<= 0.2854orx_2<= 0.2884)or(x_2<= 0.2864orx_2>= 0.2828))or((x_2<= 0.2864orx_2<= 0.222)or(x_2<= 0.2284until[22,34]x_2<= 0.282)))or(((x_2<= 0.2874until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))or((x_2<= 0.2818until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))))","always[18,24] ( ( ( ( x_2 >= -0.7279 or x_2 >= 0.6856 ) or ( x_1 >= 1.2255 or x_2 <= 2.0439 ) ) and not ( ( x_2 >= -0.1068 until[25,35] x_1 >= 0.4757 ) ) ) )"
"(x_1<=-0.2877orx_1<=-0.2888)until[24,34](x_1<=-0.2887orx_1<=-0.2888))","eventually[6,14] ( not ( not ( ( x_1 <= -0.4056 until[25,27] x_1 <= 0.1238 ) ) ) )"
"(((x_0<= 0.2877orx_2>=-0.288)or(x_2>= 0.2864orx_2>=-0.2887))or((x_2<=-0.2867orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<= 0.2874until[22,34]x_2<=-0.288)or(x_2<= 0.2873orx_2<=-0.2882))or((x_2<= 0.2871until[24,34]x_2<=-0.2872)or(x_2<=-0.2871orx_2<=-0.2887))))","eventually[20,27] ( eventually[12,inf] ( eventually[3,10] ( ( x_2 >= -1.1562 until[21,inf] x_2 <= 1.0392 ) ) ) )"
"(((x_0<=-0.1664orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.2888))or((x_2<=-0.2834orx_2<=-0.288)or(x_2<=-0.2834until[22,34]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873until[22,34]x_2<=-0.2822))or((x_2<=-0.2871andx_2<=-0.2822)or(x_2<=-0.2819until[28,34]x_2<=-0.2882))))","not ( ( always[0,35] ( always[8,35] ( x_2 <= -0.1279 ) ) and ( ( x_2 >= -1.6088 and x_1 <= 1.2753 ) until[10,36] eventually[34,36] ( x_0 <= -0.075 ) ) ) )"
"(((x_2<= 0.1814orx_2>= 0.1884)or(x_2>= 0.1814orx_2>= 0.2888))or((x_2>= 0.1814orx_2>= 0.2882)or(x_2>= 0.2814orx_2>= 0.2882)))until[12,25]not(((x_2<= 0.2814orx_2<= 0.2882)or(x_2<= 0.2811orx_2<= 0.2822))))","( not ( ( not ( x_2 >= 0.5818 ) until[18,22] eventually[1,inf] ( x_2 <= 0.2736 ) ) ) until[22,31] ( not ( ( x_2 <= -0.4532 until[33,35] x_2 <= -0.0013 ) ) and not ( ( x_2 >= 1.2145 until[12,19] x_2 >= 2.1168 ) ) ) )"
"(((x_2<= 0.2884orx_2>=-0.2888)until[24,32](x_2<=-0.2883orx_2<=-0.2888))and((x_2<=-0.2883orx_2<=-0.2882)until[22,34](x_2<=-0.2883orx_2<=-0.2882)))until[12,28]not(((x_2<=-0.2813orx_2<=-0.2882)and(x_2<=-0.2883orx_2<=-0.2882))))","always[5,22] ( eventually[32,inf] ( ( not ( x_1 >= -1.159 ) and always[34,inf] ( x_2 >= 1.1177 ) ) ) )"
"(((x_1<= 0.2874orx_1<= 0.2887)or(x_1<= 0.2864orx_1<= 0.2828))or((x_1<= 0.2864orx_1<= 0.282)or(x_1<= 0.2884orx_1<= 0.282)))or(((x_1<= 0.2884until[22,34]x_2<= 0.2822)or(x_1<= 0.2884orx_1<= 0.2822))or((x_1<= 0.2877orx_1<= 0.2822)or(x_1<= 0.2887orx_1<= 0.2828))))","( eventually[6,20] ( ( always[27,31] ( x_1 <= 0.6766 ) or ( x_2 >= 0.2552 and x_2 <= -0.0021 ) ) ) or always ( ( eventually[7,15] ( x_2 <= -1.4048 ) and ( x_2 >= -1.7671 until x_2 <= 0.494 ) ) ) )"
"(x_0<=-0.7877until[24,34]x_0<=-1.0287)until[18,32](x_1<=-0.2877andx_1<=-0.288))","( ( ( ( x_1 >= -1.4741 or x_2 >= -0.349 ) and ( x_0 >= -0.5334 until[21,33] x_0 <= -2.0019 ) ) until[22,29] always[20,36] ( ( x_1 >= -1.2161 or x_0 >= -1.6602 ) ) ) and always[23,26] ( ( not ( x_1 >= -0.4186 ) until[23,32] always[34,36] ( x_1 <= -2.1265 ) ) ) )"
"(((x_2<= 0.1877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))until[22,34]((x_1<=-0.2863orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))until[18,31]((x_2<=-0.2871orx_2<=-0.2822)or(x_1<=-0.2877orx_2<=-0.2882))))","( ( always[22,29] ( always[21,inf] ( x_1 >= -0.7333 ) ) and always[17,36] ( ( x_2 <= 0.8599 or x_0 <= 0.8823 ) ) ) until ( ( always ( x_0 >= 0.4651 ) and eventually[16,33] ( x_0 <= -0.5484 ) ) or ( eventually[15,inf] ( x_2 <= -0.7185 ) or ( x_1 <= -0.6209 until[20,23] x_2 >= 0.9352 ) ) ) )"
"(((x_2<= 0.1557orx_2<= 0.2284)or(x_2<= 0.2814orx_2<= 0.2822))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2814until[22,34]x_2<= 0.2822)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2722)or(x_2<= 0.2811until[22,34]x_2<= 0.2722))or((x_2<= 0.1771andx_2<= 0.2822)or(x_2<= 0.2711andx_2<= 0.2822))))","eventually[15,20] ( eventually[14,inf] ( eventually[8,inf] ( always[12,28] ( x_2 <= 0.6516 ) ) ) )"
"lways[24,34](always[15,31](((x_0<=-0.7777orx_0<=-0.7787)until[22,28](x_0<=-0.2877orx_0<=-0.288))))","not ( always[16,25] ( eventually ( not ( x_0 <= -0.8718 ) ) ) )"
"(((x_2<= 0.1554orx_2<= 0.2284)or(x_2<= 0.2814orx_2>= 0.2822))or((x_2<= 0.2814orx_2<= 0.222)or(x_2<= 0.2814until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))or((x_2<= 0.2811andx_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))))","( eventually[19,28] ( ( ( x_2 <= 0.3335 or x_0 <= -1.0899 ) or ( x_1 <= -1.7578 or x_1 <= -1.0921 ) ) ) and not ( ( ( x_2 <= 0.6801 and x_0 >= -0.4027 ) until not ( x_2 <= 1.1864 ) ) ) )"
(x_0>= 0.7277orx_0>= 1.022)or(x_0>= 0.2274orx_0<= 0.222)),"( ( eventually[21,35] ( ( x_0 <= 1.6337 and x_0 >= -0.8503 ) ) or not ( eventually[9,20] ( x_0 <= 0.5187 ) ) ) or always[6,inf] ( not ( ( x_0 >= 1.2207 and x_0 >= -0.8328 ) ) ) )"
"(((x_0<= 0.2274orx_2>= 0.2287)or(x_2>= 0.2264orx_2>= 0.2228))or((x_2<= 0.2284orx_2<= 0.222)or(x_2<= 0.2284until[22,34]x_2<= 0.282)))or(((x_2<= 0.2874until[22,34]x_2<= 0.2222)or(x_2<= 0.2811until[22,34]x_2<= 0.2822))or((x_2<= 0.2811andx_2<= 0.2822)or(x_2>= 0.2811andx_2>= 0.2822))))","not ( ( ( ( x_2 >= -0.5084 until[33,36] x_2 <= 0.1277 ) until[0,16] ( x_0 >= -0.4708 until[2,inf] x_1 >= 1.8202 ) ) and eventually[34,36] ( not ( x_0 <= 0.5208 ) ) ) )"
"(((x_2<=-0.1887andx_2<=-0.2888)until[22,34](x_2<=-0.2883andx_2<=-0.2888))and((x_2<=-0.2883andx_2<=-0.2882)until[22,28](x_2<=-0.2883andx_2<=-0.2882)))until[12,25](((x_2<=-0.2813andx_2<=-0.2882)and(x_2<=-0.2813andx_2<=-0.2882))and((x_2<=-0.2819andx_2<=-0.2882)until[24,34](x_2<=-0.2881andx_2<=-0.2882))))","always[0,inf] ( ( ( ( x_2 <= -0.883 until[27,30] x_2 >= 0.5274 ) and not ( x_1 >= -0.5461 ) ) and ( ( x_1 >= -1.1761 and x_0 >= 0.0336 ) and not ( x_0 >= -0.4279 ) ) ) )"
"(((x_1<= 0.2874orx_1>= 0.2887)or(x_1>= 0.2864orx_1>= 0.2888))until[22,34]((x_1>= 0.2814orx_2>= 0.2882)or(x_1>= 0.2814orx_1>= 0.2822)))until[12,28]not(((x_1<= 0.2814orx_2>= 0.2882)or(x_1<= 0.2811andx_1<= 0.2822))))","( ( ( not ( x_0 <= 2.241 ) or not ( x_1 >= -0.9213 ) ) or eventually[13,inf] ( ( x_2 >= -0.9191 and x_1 >= -0.9557 ) ) ) until[5,7] eventually ( ( eventually[28,32] ( x_1 >= 0.6601 ) and not ( x_2 >= 0.256 ) ) ) )"
"((((x_2<=-0.2877until[24,34]x_2<=-0.2877)or(x_2<=-0.2873orx_2<=-0.2828))or((x_2<=-0.2814orx_2<=-0.222)or(x_2<=-0.2874until[22,34]x_2<=-0.282)))or(((x_2<=-0.2874until[22,34]x_2<=-0.282)or(x_2<=-0.2873until[22,34]x_2<=-0.277))or((x_2<=-0.2771until[28,36]x_2<=-0.272)or(x_2<=-0.2771until[28,36]x_2<=-0.287))))oralways[19,34](always[12,34](((x_2<=-0.2799orx_2<=-0.2772)and(x_2<=-0.2999until[29,34]x_2<=-0.2889)))))","always[4,6] ( eventually[21,inf] ( ( ( x_2 >= 0.3469 or x_0 <= -0.7991 ) or eventually[17,inf] ( x_1 >= -1.263 ) ) ) )"
"(((x_2<= 0.1554orx_2<= 0.2874)or(x_2<= 0.2814orx_2>= 0.2827))or((x_2<= 0.2814orx_2<= 0.222)or(x_2<= 0.2814until[22,34]x_2<= 0.282)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2822)or(x_2<= 0.2811andx_2<= 0.2822))or((x_2<= 0.2811until[22,34]x_2<= 0.2822)or(x_2<= 0.2711andx_2<= 0.2822))))","always[10,inf] ( not ( ( eventually[13,inf] ( x_2 >= 0.6784 ) and not ( x_1 >= 0.7179 ) ) ) )"
"(((x_0<= 0.2867orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))until[22,34]((x_1<=-0.2863orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))or(((x_2<=-0.2864until[22,34]x_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.2882))until[18,31]((x_2<=-0.2819orx_2<=-0.2882)or(x_1<=-0.2867orx_1<=-0.2882))))","( not ( ( ( x_1 >= 0.6111 and x_1 <= -1.7604 ) and ( x_2 >= -0.7448 until[31,35] x_1 >= 0.7434 ) ) ) until[10,30] ( ( ( x_0 >= 0.1548 or x_2 >= 1.6932 ) or eventually[13,33] ( x_1 <= 0.2406 ) ) and ( ( x_0 <= 0.2452 and x_1 >= -1.4671 ) or not ( x_1 <= 1.8367 ) ) ) )"
"((((x_2<=-0.2877orx_2<=-0.288)or(x_2<=-0.2877orx_2<=-0.2877))or((x_2<=-0.2877orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.288)))until[22,34](((x_1<=-0.2877until[22,34]x_2<=-0.287)or(x_2<=-0.2773until[22,34]x_2<=-0.277))or((x_2<=-0.2777orx_2<=-0.2872)until[28,34](x_2<=-0.2771orx_2<=-0.2777))))oralways[12,34](always[22,34](((x_2<=-0.2799orx_2<=-0.2777)and(x_2<=-0.2899orx_2<=-0.2878)))))","not ( eventually[28,31] ( always ( always[19,32] ( x_1 <= -1.3014 ) ) ) )"
"(((x_2<=-0.2877until[24,34]x_2<=-0.2877)or(x_2<=-0.2873orx_2<=-0.2822))or((x_2<=-0.2814until[22,34]x_2<=-0.282)or(x_2<=-0.2713until[22,34]x_2<=-0.2722)))or(((x_2<=-0.2713until[22,34]x_2<=-0.2722)or(x_2<=-0.2711until[22,34]x_2<=-0.2722))or((x_2<=-0.2771until[22,34]x_2<=-0.2872)or(x_2<=-0.2799until[22,34]x_2<=-0.2877))))","not ( not ( always[2,35] ( always[10,30] ( x_2 >= -2.0837 ) ) ) )"
"(((x_1<=-0.2887orx_1<=-0.2888)or(x_1<=-0.2887orx_1<=-0.2888))until[22,34]((x_1<=-0.2887orx_2<=-0.288)or(x_1<=-0.2883orx_1<=-0.288)))until[12,28]not(((x_1<=-0.2883orx_2<=-0.288)or(x_1<=-0.2883orx_1<=-0.2882))))","( eventually[12,33] ( ( ( x_0 <= 0.934 or x_2 >= -0.1913 ) until[4,20] ( x_1 <= 1.9847 until[4,16] x_1 <= -0.2163 ) ) ) and ( ( ( x_2 >= -0.3902 until[12,inf] x_2 >= -0.1067 ) and always[32,36] ( x_1 <= -0.3849 ) ) or ( ( x_1 <= 1.6738 until[9,inf] x_0 <= 0.4937 ) and ( x_0 <= -1.3096 or x_1 >= 0.0805 ) ) ) )"
"(((x_0<= 0.2877orx_0>= 0.288)or(x_0>= 0.2864orx_0>=-0.2828))or((x_0>= 0.2814orx_2>=-0.222)or(x_0<= 0.2814until[22,34]x_2<=-0.288)))or(((x_0<= 0.2877until[22,34]x_2<=-0.282)or(x_2<= 0.2813andx_2>=-0.288))or((x_0<= 0.2819until[24,36]x_2<=-0.2822)or(x_2<=-0.2819andx_0<=-0.2828))))","( not ( ( ( x_1 <= -1.3976 or x_0 <= 0.1028 ) until[5,11] ( x_2 <= 0.4915 or x_1 >= -1.7428 ) ) ) or ( ( ( x_1 >= -1.0881 and x_0 <= 1.8632 ) or not ( x_1 >= 1.024 ) ) and ( ( x_2 >= 0.3074 until[0,6] x_1 >= -0.7777 ) or always[22,inf] ( x_0 <= 0.6008 ) ) ) )"
"(((x_2<= 0.1514orx_2<= 0.282)or(x_2<= 0.2814orx_2>= 0.2822))or((x_2<= 0.2814orx_2<= 0.2222)or(x_2<= 0.2814until[22,34]x_2<= 0.2822)))or(((x_2<= 0.2814until[22,34]x_2<= 0.2722)or(x_2<= 0.2811andx_2<= 0.2722))or((x_2<= 0.2711until[22,34]x_2<= 0.2822)or(x_2<= 0.2711andx_2<= 0.2822))))","( ( eventually[4,36] ( ( x_2 <= 0.2469 and x_1 >= -0.1235 ) ) or not ( eventually[13,25] ( x_2 >= 1.0167 ) ) ) or eventually[1,35] ( ( ( x_2 <= 0.0822 until[17,26] x_1 <= -1.2844 ) and ( x_1 <= 0.2372 or x_2 <= 0.5964 ) ) ) )"
"(((x_0<= 0.7777until[24,34]x_2<= 0.7777)or(x_0<= 0.7777orx_2>= 0.2822))or((x_2>= 0.2814until[22,34]x_2<= 0.282)or(x_2>= 0.2814until[22,34]x_2<= 0.2822)))or(((x_2<= 0.2818until[22,34]x_2<= 0.2822)or(x_2<= 0.2811until[22,34]x_2>= 0.2822))or((x_2<= 0.2871until[22,34]x_2>= 0.2872)or(x_2>= 0.2871until[24,36]x_2>= 0.2877))))","eventually[17,22] ( not ( always[20,28] ( ( x_0 >= 1.8407 and x_1 >= -0.8272 ) ) ) )"
"(((x_2<=-0.1877orx_2<=-0.288)or(x_2<=-0.2877orx_2<=-0.2887))until[22,34]((x_2<=-0.2873orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.288)))until[12,28](((x_2<=-0.2873orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))and((x_2<=-0.2817orx_2<=-0.2882)or(x_2<=-0.2877orx_2<=-0.2882))))","always[25,28] ( always[34,36] ( ( not ( x_2 >= -0.3658 ) and ( x_2 <= -0.6568 until[21,30] x_0 >= 0.1204 ) ) ) )"
"(((x_2<= 0.1857orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2887))or((x_2<=-0.2864orx_2<=-0.288)or(x_2<=-0.2863orx_2<=-0.288)))until[12,25](((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2871until[24,36]x_2<=-0.2822)or(x_2<=-0.2871orx_2<=-0.2882))))","eventually[13,inf] ( ( ( eventually[11,31] ( x_0 <= -1.0228 ) until always[14,inf] ( x_0 <= 1.6799 ) ) or not ( ( x_2 <= 0.4872 or x_2 <= 0.6736 ) ) ) )"
"(((x_2<= 0.1864orx_2>=-0.288)or(x_2>= 0.2864orx_2>=-0.2888))until[22,34]((x_2<=-0.2863orx_2<=-0.288)or(x_2<=-0.2834until[22,34]x_2<=-0.288)))or(((x_2<= 0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2818orx_2<=-0.2882)or(x_2<=-0.2819orx_2<=-0.2888))))","always[34,36] ( ( not ( always[31,34] ( x_2 <= -0.1371 ) ) and ( not ( x_2 >= 2.2399 ) and eventually[27,35] ( x_2 <= 1.1106 ) ) ) )"
"(((x_2<=-0.1877orx_2<=-0.287)or(x_2<=-0.2877orx_2<=-0.2877))until[22,34]((x_2<=-0.2777orx_2<=-0.287)or(x_2<=-0.2773orx_2<=-0.277)))or(((x_2<=-0.2777orx_2<=-0.2772)or(x_2<=-0.2777orx_2<=-0.2772))until[24,34]((x_2<=-0.2771orx_2<=-0.2772)or(x_2<=-0.2777orx_2<=-0.2772))))","eventually[17,21] ( not ( not ( eventually[18,26] ( x_2 <= -0.9369 ) ) ) )"
"x_0<=-1.0214until[24,34]x_0<=-0.7277)","( ( ( not ( x_0 >= -0.8284 ) and eventually[18,29] ( x_0 >= 0.0482 ) ) or not ( eventually[23,34] ( x_2 <= -0.222 ) ) ) and always[10,24] ( ( not ( x_0 >= 0.0038 ) and not ( x_0 >= -1.3875 ) ) ) )"
"(((x_1<= 0.2867orx_2>=-0.288)or(x_1>=-0.2864orx_2>=-0.2887))or((x_1<=-0.2864orx_2<=-0.288)or(x_1<=-0.2863orx_2<=-0.288)))until[12,25]not(((x_1<=-0.2874orx_2<=-0.288)or(x_1<=-0.2883orx_2<=-0.2882))))","( ( eventually[18,31] ( ( x_1 <= -0.7515 until[30,35] x_0 <= -1.9592 ) ) or eventually ( ( x_2 <= 0.9331 and x_2 >= -1.194 ) ) ) and not ( always[0,4] ( always[1,inf] ( x_1 <= -0.2623 ) ) ) )"
"(((x_1<= 0.2877orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))or((x_1<=-0.2864orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2883orx_2<=-0.2882))or((x_2<=-0.2871until[24,34]x_2<=-0.2822)or(x_1<=-0.2887orx_2<=-0.2822))))","not ( eventually[16,33] ( ( ( x_0 >= -0.9623 until x_1 >= -0.1852 ) and ( x_1 <= -1.155 or x_2 <= 0.4838 ) ) ) )"
"(((x_0<=-0.2877orx_2<=-0.288)or(x_2<=-0.2877orx_2<=-0.2887))or((x_2<=-0.2877orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.288)))until[12,25](((x_2<=-0.2877orx_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))or((x_2<=-0.2877orx_2<=-0.2872)or(x_2<=-0.2877orx_2<=-0.2872))))","( always ( not ( always[24,27] ( x_0 >= -1.0208 ) ) ) or ( not ( not ( x_2 <= -0.2381 ) ) until[15,22] ( eventually[21,23] ( x_2 <= -0.9494 ) until[25,31] ( x_1 >= -0.2496 or x_0 <= 0.1392 ) ) ) )"
"lways[24,34](always[15,34](x_0<= 0.7777))","( ( eventually ( ( x_0 <= 0.5971 and x_2 >= 1.1075 ) ) until[21,33] eventually[32,34] ( ( x_2 >= 0.7162 or x_1 <= -0.3679 ) ) ) or always ( not ( always[30,33] ( x_0 >= 0.7601 ) ) ) )"
"(((x_1<= 0.2854orx_1<= 0.2284)or(x_1<= 0.2864orx_2<= 0.2828))or((x_1<= 0.2864orx_2<= 0.222)or(x_1<= 0.2284orx_2<= 0.228)))or(((x_1<= 0.2874until[22,34]x_2<= 0.2822)or(x_1<= 0.2814andx_2<= 0.2822))or((x_1<= 0.2818andx_2<= 0.2822)or(x_1<= 0.2818andx_2<=-0.2822))))","( ( ( eventually[24,29] ( x_1 <= 0.8339 ) until[18,22] ( x_1 >= -0.6081 until[12,25] x_2 >= 1.0677 ) ) and not ( ( x_1 <= -0.0132 or x_2 >= -1.0195 ) ) ) or not ( ( ( x_2 >= -0.1937 and x_1 >= 0.3073 ) and ( x_2 >= -0.5039 or x_0 <= 0.3909 ) ) ) )"
"(((x_1<=-0.2857orx_1>=-0.2887)or(x_1>=-0.2877orx_1>=-0.2887))or((x_1<=-0.2834orx_2>=-0.282)or(x_1<=-0.2884orx_1<=-0.288)))until[22,34]not(((x_1<=-0.2873orx_2<=-0.288)or(x_1<=-0.2873orx_1<=-0.2828))))","( eventually[25,28] ( eventually[2,30] ( ( x_2 >= -0.202 or x_1 >= -0.7252 ) ) ) and eventually[13,15] ( ( ( x_2 <= -0.6344 until[3,28] x_0 <= 0.4375 ) or eventually[31,inf] ( x_1 >= 0.1775 ) ) ) )"
"(((x_2<= 0.1857orx_2>=-0.288)or(x_2>=-0.2864orx_2>=-0.2888))until[22,34]((x_2<=-0.2863orx_2<=-0.288)or(x_2<=-0.2834until[22,34]x_2<=-0.288)))or(((x_2<=-0.2874until[22,34]x_2<=-0.288)or(x_2<=-0.2873orx_2<=-0.2882))until[24,34]((x_2<=-0.2819orx_2<=-0.2822)or(x_2<=-0.2889orx_2<=-0.2882))))","always[26,31] ( not ( ( ( x_2 <= -1.7129 or x_0 >= 0.28 ) or not ( x_2 >= -0.3194 ) ) ) )"
"ventually[15,31](eventually[15,29](((x_2<=-0.2777orx_2<=-0.2277)until[22,28](x_2<=-0.2777orx_2<=-0.2222))))","always[11,22] ( always[34,36] ( ( eventually[9,28] ( x_2 <= 0.0313 ) until[9,17] ( x_2 <= -0.7768 or x_0 >= -1.3457 ) ) ) )"
"(x_1<=-1.0284andx_1>=-0.2887)until[24,32](x_0<=-0.7877andx_1<=-1.2228))","eventually[9,inf] ( not ( always[11,24] ( ( x_1 <= 0.5734 or x_1 >= -2.5685 ) ) ) )"
"(((x_2<= 0.1877orx_2<=-0.288)or(x_2<=-0.2864orx_2<=-0.2877))or((x_2<=-0.2877orx_2<=-0.282)or(x_2<=-0.2874until[22,34]x_2<=-0.282)))or(((x_2<=-0.2874until[22,34]x_2<=-0.287)or(x_2<=-0.2873orx_2<=-0.2822))or((x_2<=-0.2871until[22,34]x_2<=-0.2822)or(x_2<=-0.2871orx_2<=-0.2822))))","eventually[7,35] ( ( ( ( x_1 <= -1.2687 or x_0 <= -0.8504 ) until[33,35] eventually[2,15] ( x_1 >= -0.7184 ) ) or not ( not ( x_2 <= -0.3527 ) ) ) )"
x_0>= 1.0214andx_0>= 1.2277),"eventually[8,15] ( not ( ( eventually[22,27] ( x_0 <= -0.2896 ) or not ( x_0 >= 1.8132 ) ) ) )"
"(((x_2>= 0.2854orx_2>= 0.2882)or(x_2>= 0.2814orx_2>= 0.2888))until[22,34]((x_2>= 0.2814orx_2>= 0.2882)or(x_2>= 0.2814orx_2>= 0.2882)))and(((x_2>= 0.2814until[22,34]x_2>= 0.2822)or(x_2>= 0.2811orx_2>= 0.2822))until[14,31]((x_2>= 0.2811orx_2>= 0.2822)and(x_2>= 0.2811orx_2>= 0.2882))))","always[12,15] ( ( ( ( ( x_2 <= 0.2451 and x_1 >= -0.7857 ) and ( x_0 >= 0.5066 until[21,inf] x_2 >= 1.9274 ) ) and ( not ( x_2 <= -0.5643 ) and ( x_1 >= -0.7712 and x_0 >= -1.3513 ) ) ) or always[23,26] ( ( ( x_2 <= -1.103 or x_1 >= -0.7808 ) until always[14,29] ( x_2 >= 1.6647 ) ) ) ) )"
"(((x_0<=-0.1887orx_2>=-0.2888)until[22,34](x_2<=-0.2883orx_2<=-0.2888))and((x_2<=-0.2834orx_2<=-0.2882)until[28,32](x_2<=-0.2883andx_2<=-0.2882)))until[12,28](((x_2<=-0.2813andx_2<=-0.2882)and(x_2<=-0.2883andx_2<=-0.2882))and((x_2<=-0.2889andx_2<=-0.2882)and(x_2<=-0.2883orx_2<=-0.2888))))","( not ( always[0,inf] ( eventually ( ( x_0 <= 0.2298 or x_2 >= 0.8397 ) ) ) ) and eventually[9,33] ( always[25,inf] ( ( ( x_1 <= 0.3155 until[16,36] x_2 <= 0.6195 ) and ( x_2 <= -0.3234 and x_0 <= 0.5676 ) ) ) ) )"
"(((x_2<=-0.1877orx_2<=-0.287)or(x_2<=-0.2877orx_2<=-0.2877))or((x_2<=-0.2877orx_2<=-0.282)or(x_2<=-0.2773orx_2<=-0.227)))until[12,25]not(((x_2<=-0.2777orx_2<=-0.2772)or(x_2<=-0.2777orx_2<=-0.2722))))","eventually[9,12] ( ( ( ( not ( x_2 >= -0.6465 ) and not ( x_0 <= -0.6649 ) ) or ( ( x_2 >= -0.9779 or x_2 <= 2.127 ) and ( x_0 <= -1.451 or x_2 <= -0.6871 ) ) ) until[0,25] eventually[13,35] ( not ( not ( x_2 <= 0.2484 ) ) ) ) )"
"(((x_2<= 0.1854orx_2>= 0.1884)or(x_2>= 0.2814orx_2>= 0.2888))until[22,34]((x_2>= 0.1814orx_2>= 0.2882)or(x_2>= 0.2813orx_2>= 0.2822)))or(((x_2<= 0.1814until[22,34]x_2>= 0.2822)or(x_2<= 0.2811orx_2>= 0.2822))or((x_2<= 0.1811orx_2<= 0.2822)or(x_2<= 0.1811orx_2<= 0.2882))))","always[31,36] ( always[9,29] ( eventually ( always[28,34] ( ( x_2 >= 0.5695 or x_2 >= 0.916 ) ) ) ) )"
